timestamp,price,quantity
2,6542,11
2,6543,9
7,6542,6
15,6542,10
15,6542,8
16,6542,4
17,6542,8
46,6542,9
46,6544,5
55,6540,9
61,6540,4
67,6541,9
77,6541,10
82,6538,5
85,6538,3
91,6541,5
94,6539,9
102,6538,7
119,6541,7
124,6543,7
131,6544,9
137,6541,12
147,6540,3
151,6541,4
154,6542,6
181,6540,12
203,6540,7
207,6539,9
208,6540,12
211,6539,5
229,6538,4
240,6538,7
241,6539,6
251,6539,10
257,6539,6
258,6539,9
261,6537,9
290,6534,7
302,6532,10
313,6533,4
325,6533,3
327,6533,4
333,6533,4
348,6533,8
352,6532,7
356,6532,6
361,6532,7
364,6530,5
367,6531,7
384,6531,6
386,6532,7
402,6531,4
405,6531,5
411,6531,6
414,6531,3
419,6531,5
425,6531,12
431,6531,6
434,6535,6
435,6533,11
444,6534,4
451,6532,8
466,6530,10
470,6528,11
478,6529,10
481,6530,7
488,6530,8
494,6532,8
502,6528,11
504,6530,9
510,6530,6
515,6529,9
527,6527,11
528,6526,8
552,6530,6
559,6529,9
560,6529,5
567,6529,10
573,6530,10
577,6531,11
589,6532,8
591,6532,7
604,6531,4
611,6528,10
620,6530,9
632,6530,9
641,6528,7
643,6528,8
647,6527,8
650,6528,7
701,6523,4
701,6525,4
704,6522,5
711,6527,9
712,6527,9
729,6527,5
731,6526,4
737,6526,8
748,6526,12
755,6524,4
775,6521,8
786,6522,7
787,6520,3
793,6521,10
802,6522,7
813,6525,8
815,6524,4
818,6525,4
833,6528,6
855,6527,8
866,6522,9
867,6524,7
889,6522,9
891,6524,8
894,6525,10
897,6526,5
920,6520,10
937,6522,9
938,6523,8
949,6521,12
951,6521,7
962,6520,5
971,6517,7
971,6518,9
976,6519,6
989,6521,7
992,6521,6
994,6518,9
1019,6516,4
1032,6513,7
1045,6512,7
1056,6510,8
1064,6510,8
1068,6510,6
1072,6511,7
1080,6510,10
1084,6511,8
1087,6511,7
1095,6511,6
1097,6513,4
1114,6517,8
1125,6515,10
1134,6514,9
1149,6517,9
1170,6518,4
1175,6519,7
1201,6516,9
1206,6516,9
1218,6516,5
1228,6514,5
1231,6514,4
1265,6520,7
1268,6522,7
1291,6526,11
1294,6525,4
1303,6524,5
1317,6526,9
1336,6522,4
1337,6522,9
